location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Suburb,189176.04135206665,4,2,1217.0,1971,155.44456972232263,54.0,Mid-Range,2.0
Rural,321357.551871354,3,2,2948.0,1993,109.00866752759633,32.0,High-End,3.0
Urban,205244.1572013623,4,3,1928.0,1998,106.45443838244933,27.0,Mid-Range,2.0
Rural,282794.6690062746,4,3,2851.0,2003,99.19139565284974,22.0,High-End,3.0
Rural,306857.7992939031,3,1,2752.0,2013,111.50356078993572,12.0,High-End,3.0
Suburb,189708.389299281,5,3,1631.0,1995,116.31415652929553,30.0,Mid-Range,2.0
Urban,225725.7995049953,2,3,1950.0,1950,115.75682025897194,75.0,Mid-Range,2.0
Suburb,158209.80522936213,5,1,1905.0,1980,83.04976652459955,45.0,Budget,1.0
Rural,78487.66970578453,2,2,1174.0,2001,66.85491457051494,24.0,Budget,1.0
Urban,217985.19539419867,3,1,1022.0,1952,213.2927547888441,73.0,Mid-Range,2.0
Suburb,352610.5562634826,5,1,2748.0,2011,128.3153407072353,14.0,High-End,3.0
Rural,305965.4419326343,5,3,2940.0,1977,104.06987820837901,48.0,High-End,3.0
Rural,95372.94007662436,2,2,1234.0,1959,77.28763377360158,66.0,Budget,1.0
Suburb,181121.46974687325,2,3,2036.0,1991,88.95946451221673,34.0,Budget,1.0
Rural,198645.45875249425,2,2,2124.0,1975,93.5242272846018,50.0,Mid-Range,2.0
Rural,179302.17427635976,2,1,1928.0,1971,92.99905304790444,54.0,Budget,1.0
Suburb,304379.4333100957,4,2,2559.0,1980,118.9446789019522,45.0,High-End,3.0
Suburb,413630.90644318814,3,3,2899.0,1981,142.68054723807802,44.0,High-End,3.0
Rural,274480.6604090288,2,2,1522.0,1985,180.34208962485468,40.0,High-End,3.0
Suburb,413131.0169716253,5,2,2808.0,2020,147.1264305454506,5.0,High-End,3.0
Rural,234285.0791854757,5,2,2475.0,2021,94.66063805473766,4.0,Mid-Range,2.0
Urban,225904.9031185833,5,3,1430.0,1978,157.975456726282,47.0,Mid-Range,2.0
Rural,208535.14155753108,2,1,1792.0,2021,116.3700566727294,4.0,Mid-Range,2.0
Suburb,277956.8959940357,3,1,2629.0,2019,105.72723316623647,6.0,High-End,3.0
Suburb,309411.5544995484,4,2,2736.0,2011,113.08901845743728,14.0,High-End,3.0
Rural,203960.98260324125,2,2,1532.0,1991,133.13380065485723,34.0,Mid-Range,2.0
Rural,325873.5475993277,2,2,2875.0,2005,113.34732090411399,20.0,High-End,3.0
Rural,235240.1915421876,4,1,1978.0,1986,118.92830714974095,39.0,Mid-Range,2.0
Urban,321374.6392029699,3,3,2746.0,1981,117.03373605352145,44.0,High-End,3.0
Suburb,286410.9048051482,2,2,2675.0,1984,107.06949712341988,41.0,High-End,3.0
Urban,226853.39434455056,5,2,2316.0,1960,97.95051569281112,65.0,Mid-Range,2.0
Suburb,185174.79722858613,5,2,1809.0,1956,102.36307198926818,69.0,Budget,1.0
Urban,78066.6368320564,2,1,1912.0,1959,40.829830979109,66.0,Budget,1.0
Rural,276060.6731009779,3,1,2124.0,2019,129.97206831496135,6.0,High-End,3.0
Urban,242453.38191702723,5,3,2525.0,2008,96.02114135327811,17.0,Mid-Range,2.0
Rural,261041.50113608956,5,2,2327.0,1956,112.17941604473123,69.0,High-End,3.0
Suburb,215841.59806906327,4,2,1870.0,1993,115.4233144754349,32.0,Mid-Range,2.0
Rural,194916.29039770452,3,1,1539.0,1967,126.65126081722191,58.0,Mid-Range,2.0
Suburb,237681.91680777265,2,1,2023.0,1962,117.48982541165232,63.0,Mid-Range,2.0
Suburb,326469.9804128894,4,2,2576.0,1963,126.73524084351295,62.0,High-End,3.0
Rural,247220.3039704655,4,2,2378.0,1965,103.96143985301325,60.0,Mid-Range,2.0
Suburb,196554.7232708426,4,2,2326.0,1967,84.50332040878874,58.0,Mid-Range,2.0
Suburb,269755.1718208356,3,1,2519.0,2011,107.08819842033967,14.0,High-End,3.0
Suburb,260133.17178423656,3,2,2681.0,1997,97.02841170616806,28.0,High-End,3.0
Urban,336147.22087839583,3,3,2791.0,2010,120.43970651321958,15.0,High-End,3.0
Urban,333157.48321656755,2,1,2997.0,1962,111.1636580635861,63.0,High-End,3.0
Suburb,92229.4891057906,3,3,1226.0,1987,75.22796827552251,38.0,Budget,1.0
Urban,278408.62267505785,4,3,2259.0,1998,123.24418887784765,27.0,High-End,3.0
Urban,167840.5334811801,5,1,1872.0,1972,89.65840463738252,53.0,Budget,1.0
Rural,184775.88593518524,2,2,1891.0,1968,97.71331884462467,57.0,Budget,1.0
Rural,259451.9151414493,2,3,2478.0,2021,104.70214493198115,4.0,High-End,3.0
Suburb,125570.57984371124,2,2,2036.0,1985,61.6751374477953,40.0,Budget,1.0
Rural,212060.69588374667,4,3,1209.0,1957,175.40173356802867,68.0,Mid-Range,2.0
Suburb,157650.07784736523,3,1,1740.0,2006,90.60349301572714,19.0,Budget,1.0
Suburb,116390.38405238482,4,2,1396.0,1979,83.37420061059085,46.0,Budget,1.0
Rural,236581.5010719313,5,3,2123.0,1955,111.43735330755125,70.0,Mid-Range,2.0
Rural,80276.79909321992,3,3,1030.0,1952,77.93863989633002,73.0,Budget,1.0
Rural,344022.8214121614,5,1,1897.0,1973,181.35098651141877,52.0,High-End,3.0
Suburb,303208.29034120764,2,3,2551.0,1973,118.85860068255886,52.0,High-End,3.0
Suburb,105657.46536288792,2,1,1648.0,1961,64.11253966194656,64.0,Budget,1.0
Urban,207185.44067221408,4,3,1328.0,1984,156.0131330363058,41.0,Mid-Range,2.0
Suburb,172147.68754778992,3,2,2189.0,1985,78.64215968377795,40.0,Budget,1.0
Rural,273868.20606917434,2,1,2482.0,1997,110.34174297710489,28.0,High-End,3.0
Suburb,377890.8023928211,4,3,2845.0,1986,132.82629258095645,39.0,High-End,3.0
Rural,214594.01072179235,5,3,1951.0,1988,109.99180457293303,37.0,Mid-Range,2.0
Rural,181444.13394852408,4,2,2123.0,2013,85.46591330594634,12.0,Budget,1.0
Suburb,178342.27428343554,3,3,1620.0,1952,110.08782363175034,73.0,Budget,1.0
Rural,249882.75905815867,3,1,2878.0,2000,86.8251421327862,25.0,Mid-Range,2.0
Suburb,129385.2563698876,3,3,2196.0,1987,58.918604904320404,38.0,Budget,1.0
Rural,344222.0673108924,2,3,2772.0,1971,124.17823496063939,54.0,High-End,3.0
Suburb,165786.05858072103,4,2,1161.0,1964,142.795916090199,61.0,Budget,1.0
Urban,274669.73142629844,5,2,2928.0,2012,93.80796838329864,13.0,High-End,3.0
Suburb,333743.7914181692,3,3,2751.0,1983,121.3172633290328,42.0,High-End,3.0
Rural,202630.69956960672,4,2,1775.0,2004,114.15814060259534,21.0,Mid-Range,2.0
Rural,211455.1274512224,2,3,2286.0,1985,92.50005575294068,40.0,Mid-Range,2.0
Suburb,336888.9432088436,5,3,2827.0,1955,119.16835628186897,70.0,High-End,3.0
Rural,136840.75059411308,5,1,1273.0,1961,107.49469803151067,64.0,Budget,1.0
Urban,150676.09454597835,5,3,2026.0,1963,74.37122139485605,62.0,Budget,1.0
Suburb,316939.7014692031,2,1,2051.0,2006,154.52935225217118,19.0,High-End,3.0
Urban,239149.9520913149,3,1,1325.0,1971,180.49052988023766,54.0,Mid-Range,2.0
Urban,267202.37468191265,2,3,1939.0,2012,137.80421592672133,13.0,High-End,3.0
Suburb,241699.7188376449,5,2,2172.0,1992,111.27979688657685,33.0,Mid-Range,2.0
Urban,252486.82219305035,4,3,1539.0,1965,164.059013770663,60.0,Mid-Range,2.0
Rural,155845.7168116159,5,3,1487.0,1988,104.80545851487283,37.0,Budget,1.0
Urban,144196.1649302087,4,2,1821.0,1961,79.1851537233436,64.0,Budget,1.0
Rural,215794.2792159824,2,2,2461.0,1963,87.68560715805867,62.0,Mid-Range,2.0
Urban,289400.8414040601,2,1,2088.0,1986,138.60193553834296,39.0,High-End,3.0
Suburb,97337.1984488398,2,3,1355.0,2001,71.83557081095188,24.0,Budget,1.0
Rural,220946.9995098732,4,2,2556.0,1999,86.4424880711554,26.0,Mid-Range,2.0
Urban,222056.87829946517,2,2,2275.0,2006,97.60741903273194,19.0,Mid-Range,2.0
Rural,83963.67831319023,3,1,1234.0,1975,68.04187869788511,50.0,Budget,1.0
Suburb,168165.03373016027,5,3,1226.0,1986,137.1656066314521,39.0,Budget,1.0
Rural,349692.9092279408,3,2,2548.0,1967,137.2421150816094,58.0,High-End,3.0
Rural,358247.1365286916,4,1,2336.0,1984,153.35921940440565,41.0,High-End,3.0
Rural,126964.0681240577,2,1,1048.0,1959,121.14891996570391,66.0,Budget,1.0
Urban,150812.01642207685,5,1,1117.0,1967,135.01523403946004,58.0,Budget,1.0
Urban,116402.3407525249,2,1,1053.0,1950,110.5435334781813,75.0,Budget,1.0
Rural,283856.4129163554,2,3,2673.0,1994,106.1939442260963,31.0,High-End,3.0
Suburb,162420.2368594143,5,3,1564.0,1952,103.84925630397333,73.0,Budget,1.0
Rural,177724.09474904885,5,2,2067.0,1994,85.98166170732891,31.0,Budget,1.0
Rural,403821.2673019447,3,2,2838.0,1983,142.29079186115035,42.0,High-End,3.0
Urban,83600.3048174092,3,2,1052.0,2019,79.46797035875399,6.0,Budget,1.0
Rural,354235.47319529275,3,2,2609.0,1971,135.77442437535177,54.0,High-End,3.0
Rural,206590.7065403547,3,2,1557.0,2015,132.68510375103062,10.0,Mid-Range,2.0
Suburb,288301.58963848493,3,1,2548.0,1960,113.1481905959517,65.0,High-End,3.0
Suburb,375852.47474340827,4,3,2700.0,1966,139.2046202753364,59.0,High-End,3.0
Rural,230571.83287394693,4,1,2125.0,1986,108.5043919406809,39.0,Mid-Range,2.0
Rural,310624.01184503775,2,3,2815.0,1968,110.34600776022656,57.0,High-End,3.0
Suburb,232290.79656166385,2,1,2793.0,1981,83.16892107470957,44.0,Mid-Range,2.0
Suburb,233052.6586192696,3,1,2872.0,1960,81.14646887857577,65.0,Mid-Range,2.0
Rural,133216.97056176572,2,2,1867.0,1960,71.35349253442192,65.0,Budget,1.0
Rural,228816.9464227166,4,3,1397.0,1979,163.7916581408136,46.0,Mid-Range,2.0
Rural,198248.16101620416,4,3,2161.0,1951,91.73908422776685,74.0,Mid-Range,2.0
Urban,159993.05840819015,2,3,1674.0,1984,95.57530370859627,41.0,Budget,1.0
Suburb,380940.9156861864,3,2,2944.0,1978,129.39569146949268,47.0,High-End,3.0
Suburb,116963.76739938922,4,2,1386.0,2000,84.3894425681019,25.0,Budget,1.0
Urban,200812.4153779428,5,2,1110.0,1954,180.91208592607458,71.0,Mid-Range,2.0
Suburb,146233.25006138225,5,2,1613.0,2018,90.65917548752775,7.0,Budget,1.0
Urban,199404.13156300964,2,1,1016.0,1971,196.26390901871028,54.0,Mid-Range,2.0
Suburb,273099.4868408113,3,3,2803.0,1977,97.43114050688952,48.0,High-End,3.0
Rural,173173.1634302101,2,2,2205.0,1974,78.53658205451704,51.0,Budget,1.0
Urban,136688.85320401491,3,2,1883.0,1953,72.59100010834568,72.0,Budget,1.0
Urban,289133.66856993834,3,2,2559.0,1995,112.98697482217207,30.0,High-End,3.0
Rural,322922.6599266492,5,2,1540.0,1982,209.69003891340856,43.0,High-End,3.0
Urban,155120.04893319268,4,3,1170.0,1972,132.58123840443818,53.0,Budget,1.0
Suburb,202512.52287183856,4,1,1408.0,1987,143.82991681238533,38.0,Mid-Range,2.0
Urban,130895.30759618958,2,1,1739.0,2002,75.27044715134537,23.0,Budget,1.0
Rural,324275.4424583672,2,2,2401.0,2012,135.0584933187702,13.0,High-End,3.0
Urban,279300.99270454794,3,1,2211.0,1953,126.32337978496062,72.0,High-End,3.0
Suburb,157893.68479649912,4,2,1857.0,1986,85.02621690710777,39.0,Budget,1.0
Rural,136060.12940504524,3,2,1229.0,1950,110.70799788856407,75.0,Budget,1.0
Urban,331372.7498666414,5,3,2856.0,2016,116.02687320260554,9.0,High-End,3.0
Urban,224228.1940023832,5,1,2875.0,1953,77.99241530517676,72.0,Mid-Range,2.0
Rural,128058.85961524732,3,1,1118.0,1967,114.54280824261835,58.0,Budget,1.0
Rural,196551.32470752357,3,2,2179.0,1995,90.20253543254867,30.0,Mid-Range,2.0
Suburb,216470.18682676172,3,3,1783.0,1956,121.40784454669755,69.0,Mid-Range,2.0
Urban,295320.4246673688,3,2,2710.0,2010,108.97432644552354,15.0,High-End,3.0
Rural,235391.7187594901,3,3,1464.0,1950,160.7866931417282,75.0,Mid-Range,2.0
Suburb,100871.36761145256,5,1,1103.0,2006,91.4518292034928,19.0,Budget,1.0
Rural,294885.2162166584,5,3,2627.0,1962,112.25170012053994,63.0,High-End,3.0
Urban,220231.52861666924,5,1,1697.0,1973,129.77697620310502,52.0,Mid-Range,2.0
Urban,338178.91665940534,2,1,2995.0,1977,112.91449638043584,48.0,High-End,3.0
Suburb,283828.09656187805,5,1,2818.0,2001,100.7196935989631,24.0,High-End,3.0
Suburb,310630.8376393409,4,2,2525.0,2019,123.02211391657065,6.0,High-End,3.0
Rural,360925.8711562452,4,2,2716.0,1958,132.888759630429,67.0,High-End,3.0
Urban,307147.11886973376,3,3,2705.0,1976,113.5479182512879,49.0,High-End,3.0
Urban,341048.07277600584,5,2,2722.0,2008,125.29319352535116,17.0,High-End,3.0
Urban,120239.45468351003,3,2,1174.0,2003,102.41861557368827,22.0,Budget,1.0
Suburb,250381.6984312271,3,3,2757.0,1980,90.81672050461628,45.0,Mid-Range,2.0
Suburb,294941.0476672169,4,1,1744.0,1993,169.11757320367943,32.0,High-End,3.0
Urban,364927.5529328381,4,3,2697.0,1973,135.30869593356994,52.0,High-End,3.0
Urban,244314.6837890024,3,2,2444.0,2017,99.96509156669492,8.0,Mid-Range,2.0
Rural,238269.20200707336,4,1,2157.0,1962,110.46323690638542,63.0,Mid-Range,2.0
Suburb,223533.9974115429,3,3,2414.0,1985,92.599004727234,40.0,Mid-Range,2.0
Rural,350519.5460283995,3,1,2759.0,1997,127.04586662863338,28.0,High-End,3.0
Suburb,281067.6160130291,3,2,2524.0,1994,111.35800951387841,31.0,High-End,3.0
Rural,227111.77670101263,2,2,1664.0,1959,136.48544272897394,66.0,Mid-Range,2.0
Rural,191636.31110500527,4,3,1032.0,1970,185.69409990795083,55.0,Mid-Range,2.0
Rural,120847.04899004615,4,1,1054.0,2002,114.65564420307985,23.0,Budget,1.0
Urban,260219.07668887425,5,2,2977.0,2005,87.40983429253419,20.0,High-End,3.0
Rural,165410.32022655793,4,1,1518.0,2012,108.96595535346373,13.0,Budget,1.0
Suburb,233915.14317391955,5,3,1755.0,1967,133.28498186548123,58.0,Mid-Range,2.0
Rural,258210.7548850075,3,3,2848.0,2014,90.66388865344365,11.0,Mid-Range,2.0
Urban,269861.3007946236,2,3,2661.0,1982,101.41349146735197,43.0,High-End,3.0
Urban,55829.68530859792,3,2,1011.0,1981,55.22224066132336,44.0,Budget,1.0
Urban,293066.6806081262,3,2,2551.0,1953,114.88305786284837,72.0,High-End,3.0
Urban,224736.1491786755,3,2,1719.0,1999,130.73656147683275,26.0,Mid-Range,2.0
Rural,202109.8097532994,5,2,1554.0,1963,130.0577926340408,62.0,Mid-Range,2.0
Rural,161026.10729111635,2,3,1372.0,1984,117.3659674133501,41.0,Budget,1.0
Suburb,195723.95747837872,3,2,1483.0,1995,131.97839344462488,30.0,Mid-Range,2.0
Suburb,257833.81023938733,5,2,1972.0,1957,130.7473682755514,68.0,Mid-Range,2.0
Rural,257555.10174360248,3,2,2670.0,1988,96.46258492269756,37.0,Mid-Range,2.0
Suburb,254485.4003821652,2,3,2251.0,1997,113.05437600273886,28.0,Mid-Range,2.0
Suburb,164581.1774996284,3,3,1622.0,2008,101.46805024638002,17.0,Budget,1.0
Suburb,80840.87307539125,3,2,1306.0,1950,61.89959653552163,75.0,Budget,1.0
Suburb,216127.5642972412,4,1,1456.0,1980,148.43926119316015,45.0,Mid-Range,2.0
Urban,130081.67035795336,5,1,1159.0,1997,112.2361262795111,28.0,Budget,1.0
Suburb,165369.02343450292,2,2,1330.0,1979,124.33761160488942,46.0,Budget,1.0
Rural,268162.7149177148,5,2,1775.0,1965,151.0775858691351,60.0,High-End,3.0
Rural,145308.84314194604,4,2,1224.0,1990,118.71637511596899,35.0,Budget,1.0
Suburb,236398.51507802296,3,3,1982.0,1973,119.27271194653025,52.0,Mid-Range,2.0
Urban,182873.81770310213,2,1,1728.0,2014,105.82975561522115,11.0,Budget,1.0
Urban,152606.16107348673,2,3,2527.0,1960,60.390249732286,65.0,Budget,1.0
Urban,290559.77041189704,5,1,2479.0,1968,117.20845922222551,57.0,High-End,3.0
Suburb,188531.5710401757,3,3,2068.0,1968,91.16613686662268,57.0,Budget,1.0
Rural,244489.62712870364,4,3,2237.0,1980,109.29353023187467,45.0,Mid-Range,2.0
Suburb,167364.22653035476,3,2,2082.0,1961,80.38627595117904,64.0,Budget,1.0
Rural,152736.93848848096,5,2,1643.0,1982,92.96222671240471,43.0,Budget,1.0
Rural,117726.63302418291,2,2,1615.0,2019,72.89574800259004,6.0,Budget,1.0
Urban,102256.41556223834,2,3,1194.0,1991,85.64188908060163,34.0,Budget,1.0
Suburb,305239.55051352974,3,2,2948.0,2000,103.54123151747956,25.0,High-End,3.0
Rural,181957.25644169856,3,3,1488.0,2005,122.28310244737806,20.0,Budget,1.0
Rural,160003.97740971387,3,3,1156.0,2002,138.41174516411235,23.0,Budget,1.0
Rural,195354.5068072145,3,2,1609.0,1991,121.4136151691824,34.0,Mid-Range,2.0
Rural,302032.21908271324,4,2,2249.0,2006,134.2962290274403,19.0,High-End,3.0
Rural,102520.05520295983,4,3,1411.0,1985,72.65772870514517,40.0,Budget,1.0
Urban,258243.49496583015,4,1,2228.0,1966,115.90821138502251,59.0,Mid-Range,2.0
Urban,136118.0128852365,4,1,2102.0,1967,64.75642858479377,58.0,Budget,1.0
Rural,216305.76002829816,5,3,2147.0,1953,100.747908723008,72.0,Mid-Range,2.0
Suburb,81451.72076649628,2,2,1470.0,2000,55.409333854759375,25.0,Budget,1.0
Rural,365520.8356765555,2,2,2963.0,1969,123.36174001908725,56.0,High-End,3.0
Suburb,339100.1393860952,5,2,2241.0,2016,151.31643881574976,9.0,High-End,3.0
Rural,183054.35211667744,5,3,1515.0,2006,120.82795519252636,19.0,Budget,1.0
Urban,258377.8597693039,4,2,2625.0,1963,98.42966086449673,62.0,Mid-Range,2.0
Urban,216363.5265860575,3,1,2127.0,1993,101.72239143679244,32.0,Mid-Range,2.0
Suburb,111374.61832059963,2,1,1392.0,1974,80.01050166709744,51.0,Budget,1.0
Rural,215368.5640997488,5,2,1630.0,2013,132.1279534354287,12.0,Mid-Range,2.0
Rural,206891.71882354276,3,3,2668.0,1951,77.54562174795456,74.0,Mid-Range,2.0
Urban,356628.0649160488,4,1,2847.0,1987,125.26451173728444,38.0,High-End,3.0
Suburb,110723.09657537534,5,2,1607.0,1955,68.90049569096163,70.0,Budget,1.0
Rural,83132.63111504099,2,2,1979.0,1997,42.007393185973214,28.0,Budget,1.0
Suburb,96792.42189188648,2,1,1433.0,1977,67.54530487919503,48.0,Budget,1.0
Urban,227367.46672091895,2,3,2354.0,2015,96.58770888739123,10.0,Mid-Range,2.0
Rural,274611.20475171914,5,3,2166.0,1988,126.78264300633386,37.0,High-End,3.0
Rural,349502.420334166,2,1,2823.0,1990,123.8053206993149,35.0,High-End,3.0
Suburb,246863.7387374644,4,3,1539.0,1952,160.4052883284369,73.0,Mid-Range,2.0
Urban,123187.48050179116,2,2,1277.0,2020,96.46631206091712,5.0,Budget,1.0
Urban,199419.5743507688,4,3,1232.0,1950,161.86653762237725,75.0,Mid-Range,2.0
Suburb,324238.1553910074,2,1,2552.0,1998,127.05256872688379,27.0,High-End,3.0
Urban,338286.1010890426,4,1,2594.0,1984,130.41098731266098,41.0,High-End,3.0
Urban,106852.46109735248,5,1,2113.0,1984,50.56907766083884,41.0,Budget,1.0
Suburb,227057.21340807748,4,2,2515.0,1998,90.28119817418587,27.0,Mid-Range,2.0
Suburb,239090.2928358949,5,2,2222.0,2011,107.60139191534425,14.0,Mid-Range,2.0
Rural,249336.96656986937,3,2,1361.0,1965,183.201297994026,60.0,Mid-Range,2.0
Urban,293630.74057391734,4,1,2464.0,2014,119.16832003811581,11.0,High-End,3.0
Urban,115665.69334528295,5,3,1025.0,1951,112.84457887344678,74.0,Budget,1.0
Rural,198043.4335333159,3,2,2048.0,1951,96.7008952799394,74.0,Mid-Range,2.0
Suburb,228590.408756946,2,1,2417.0,2016,94.57608968015971,9.0,Mid-Range,2.0
Urban,127399.12746730042,3,1,1506.0,2008,84.59437414827386,17.0,Budget,1.0
Suburb,296538.4525055411,4,2,2324.0,1991,127.59830142234986,34.0,High-End,3.0
Urban,298800.3893174935,3,3,2362.0,1981,126.50312841553492,44.0,High-End,3.0
Suburb,86822.5400934538,2,2,1266.0,1965,68.5802054450662,60.0,Budget,1.0
Rural,83633.29463903919,3,3,1460.0,1998,57.283078519889855,27.0,Budget,1.0
Urban,271715.6083815816,4,1,2716.0,2002,100.04256567804919,23.0,High-End,3.0
Rural,133845.70390895556,4,1,1455.0,2015,91.99017450787323,10.0,Budget,1.0
Suburb,278290.51409463177,5,1,2383.0,1986,116.7815837577137,39.0,High-End,3.0
Urban,313089.20102657727,2,3,2091.0,2002,149.73180345603888,23.0,High-End,3.0
Rural,174123.81456496002,2,2,2006.0,2000,86.80150277415754,25.0,Budget,1.0
Suburb,242890.48068602209,3,2,1862.0,2015,130.4460154060269,10.0,Mid-Range,2.0
Rural,297126.767410749,2,3,2435.0,1951,122.02331310503038,74.0,High-End,3.0
Suburb,235054.16649286373,4,2,2994.0,1951,78.50840564223905,74.0,Mid-Range,2.0
Rural,140411.87613736338,3,3,1490.0,1978,94.23615848145192,47.0,Budget,1.0
Suburb,260148.11497381303,5,2,2856.0,2015,91.08827555105498,10.0,High-End,3.0
Suburb,267538.59931867616,3,2,2072.0,1964,129.1209456171217,61.0,High-End,3.0
Urban,278877.9754302838,3,3,2710.0,1994,102.90700200379476,31.0,High-End,3.0
Rural,181083.9602405413,5,2,1563.0,2020,115.85666042261118,5.0,Budget,1.0
Urban,213610.9500801744,3,1,2125.0,1978,100.52280003772913,47.0,Mid-Range,2.0
Rural,150333.06563182254,2,1,1215.0,1982,123.7309182154918,43.0,Budget,1.0
Urban,234205.53098342265,3,3,2461.0,2000,95.16681470273167,25.0,Mid-Range,2.0
Rural,267826.71254641016,3,2,2723.0,1954,98.35722091311428,71.0,High-End,3.0
Suburb,241897.39709915375,3,3,2592.0,1986,93.32461307837721,39.0,Mid-Range,2.0
Urban,141802.0665115941,4,3,1558.0,1952,91.01544705493845,73.0,Budget,1.0
Rural,124740.112813371,4,2,1158.0,1960,107.72030467475906,65.0,Budget,1.0
Rural,174971.24887339614,2,1,1488.0,1960,117.58820488803504,65.0,Budget,1.0
Urban,122450.78439987366,5,1,1685.0,1956,72.67108866461345,69.0,Budget,1.0
Suburb,285445.21422474465,4,2,2265.0,2017,126.02437714116762,8.0,High-End,3.0
Rural,110435.59251552446,4,1,1793.0,1968,61.592633862534555,57.0,Budget,1.0
Rural,289493.3385661645,2,3,2776.0,1983,104.2843438638921,42.0,High-End,3.0
Suburb,363430.37197717663,2,3,2905.0,1959,125.1051194413689,66.0,High-End,3.0
Suburb,203601.92666124547,5,3,1004.0,1951,202.7907636068182,74.0,Mid-Range,2.0
Urban,310576.74457616074,3,1,2619.0,2020,118.58600403824389,5.0,High-End,3.0
Suburb,224073.4811481539,3,2,2843.0,1984,78.81585689347658,41.0,Mid-Range,2.0
Urban,159201.79801164372,5,2,1360.0,1981,117.06014559679686,44.0,Budget,1.0
Suburb,275200.9742786173,5,3,1458.0,1964,188.75238290714492,61.0,High-End,3.0
Rural,225244.72923075952,5,3,1247.0,1961,180.62929368946232,64.0,Mid-Range,2.0
Suburb,272626.37420712964,2,3,2589.0,2012,105.30180541024706,13.0,High-End,3.0
Suburb,350824.4817677825,3,1,2696.0,1992,130.12777513641782,33.0,High-End,3.0
Suburb,216536.0236366272,5,2,1945.0,2021,111.3295751345127,4.0,Mid-Range,2.0
Suburb,202699.03651779823,5,2,1421.0,1976,142.64534589570601,49.0,Mid-Range,2.0
Suburb,248769.89589505797,3,1,2946.0,2004,84.44327762900814,21.0,Mid-Range,2.0
Urban,198973.68683850684,3,2,2761.0,2021,72.06580472238566,4.0,Mid-Range,2.0
Urban,80648.50059168988,2,3,1014.0,1981,79.53501044545354,44.0,Budget,1.0
Urban,211582.496059574,4,2,1735.0,1959,121.94956545220404,66.0,Mid-Range,2.0
Rural,233387.17430636543,4,2,2596.0,1984,89.90260951708991,41.0,Mid-Range,2.0
Urban,204852.04691985057,2,1,2145.0,1953,95.50211977615412,72.0,Mid-Range,2.0
Rural,50271.18004324466,2,2,1276.0,1988,39.397476522919014,37.0,Budget,1.0
Rural,224980.36437609477,3,3,2581.0,1992,87.16790560871553,33.0,Mid-Range,2.0
Rural,77435.12267710423,2,1,1452.0,1967,53.32997429552633,58.0,Budget,1.0
